timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
31.01.2025 18:49:48;-0,695;1,791;2,536;-0,2144208;1,324389;2,315949
31.01.2025 18:49:49;-0,695;1,791;2,536;-0,218024;1,325979;2,319521
31.01.2025 18:49:50;-0,695;1,791;2,536;-0,2212598;1,326463;2,316229
31.01.2025 18:49:51;-0,695;1,791;2,536;-0,2332175;1,331697;2,32498
31.01.2025 18:49:52;-0,695;1,791;2,536;-0,2025621;1,316318;2,315466
31.01.2025 18:49:53;-0,5183007;1,435073;2,48662;-0,2062857;1,313343;2,307287
31.01.2025 18:49:54;-0,5218323;1,406041;2,483151;-0,2179422;1,315669;2,31057
31.01.2025 18:49:55;-0,5235832;1,409187;2,483391;-0,2178038;1,314963;2,310603
31.01.2025 18:49:56;-0,5234921;1,404545;2,482269;-0,2163626;1,313453;2,309061
31.01.2025 18:49:57;-0,5230595;1,431506;2,484433;-0,2182027;1,315452;2,310848
31.01.2025 18:49:58;-0,5259994;1,402105;2,482419;-0,2156535;1,311856;2,308232
31.01.2025 18:49:59;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:00;-0,695;1,791;2,536;-0,2058912;1,316638;2,311219
31.01.2025 18:50:01;-0,695;1,791;2,536;-0,2381092;1,339343;2,327551
31.01.2025 18:50:02;-0,695;1,791;2,536;-0,2325132;1,333795;2,325627
31.01.2025 18:50:03;-0,695;1,791;2,536;-0,2255465;1,327664;2,320026
31.01.2025 18:50:04;-0,695;1,791;2,536;-0,2281122;1,329815;2,320299
31.01.2025 18:50:05;-0,695;1,791;2,536;-0,2293322;1,329689;2,323058
31.01.2025 18:50:06;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:07;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:08;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:09;-0,695;1,791;2,536;-0,2138224;1,313429;2,307976
31.01.2025 18:50:10;-0,695;1,791;2,536;-0,216223;1,315457;2,309515
31.01.2025 18:50:11;-0,695;1,791;2,536;-0,2075664;1,307923;2,306569
31.01.2025 18:50:12;-0,695;1,791;2,536;-0,2083893;1,308878;2,306377
31.01.2025 18:50:13;-0,695;1,791;2,536;-0,2159226;1,314149;2,31068
31.01.2025 18:50:14;-0,695;1,791;2,536;-0,2128464;1,317257;2,30576
31.01.2025 18:50:15;-0,695;1,791;2,536;-0,2170132;1,314076;2,309315
31.01.2025 18:50:17;-0,695;1,791;2,536;-0,2149623;1,311839;2,308246
31.01.2025 18:50:18;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:19;-0,695;1,791;2,536;-0,1996635;1,314223;2,30387
31.01.2025 18:50:20;-0,695;1,791;2,536;-0,2167187;1,316024;2,300219
31.01.2025 18:50:21;-0,695;1,791;2,536;-0,2284508;1,323685;2,301954
31.01.2025 18:50:22;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:23;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:24;-0,695;1,791;2,536;-0,2290567;1,323469;2,310624
31.01.2025 18:50:25;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:26;-0,695;1,791;2,536;-0,2152861;1,314008;2,303341
31.01.2025 18:50:27;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:28;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:29;-0,3566106;1,369551;2,79571;-0,210847;1,313987;2,312762
31.01.2025 18:50:30;-0,3438928;1,329731;2,800008;-0,2326287;1,334772;2,320875
31.01.2025 18:50:31;-0,3435343;1,331895;2,799131;-0,2158957;1,314837;2,313155
31.01.2025 18:50:32;-0,3423248;1,331881;2,79995;-0,2097965;1,310099;2,310211
31.01.2025 18:50:33;-0,3393441;1,32457;2,805686;-0,2605899;1,326197;2,490566
31.01.2025 18:50:34;-0,3382492;1,324718;2,80147;-0,2675013;1,336164;2,523236
31.01.2025 18:50:35;-0,3391971;1,319952;2,801751;-0,2610149;1,315454;2,517004
31.01.2025 18:50:36;-0,3369812;1,32243;2,803913;-0,4800594;1,638177;2,407045
31.01.2025 18:50:37;-0,3434356;1,321968;2,801718;-0,2540712;1,313684;2,473317
31.01.2025 18:50:38;-0,3380104;1,318215;2,802258;-0,2579237;1,31387;2,473684
31.01.2025 18:50:39;-0,695;1,791;2,536;-0,2673245;1,328288;2,476486
31.01.2025 18:50:40;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:41;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:42;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:43;-0,695;1,791;2,536;-0,2407336;1,341355;2,334955
31.01.2025 18:50:44;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:45;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:46;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:47;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:50:48;-0,5309374;1,353674;2,492278;-0,2007591;1,304953;2,309624
31.01.2025 18:50:49;-0,5298877;1,352434;2,490771;-0,2036236;1,30259;2,310969
31.01.2025 18:50:50;-0,5271286;1,352946;2,489813;-0,2044252;1,303044;2,310152
31.01.2025 18:50:51;-0,5271378;1,352374;2,490538;-0,2012595;1,301481;2,31046
31.01.2025 18:50:52;-0,5331647;1,358686;2,493633;-0,2021916;1,304801;2,314509
31.01.2025 18:50:53;-0,5293216;1,347868;2,486008;-0,2069844;1,303857;2,311651
31.01.2025 18:50:54;-0,695;1,791;2,536;-0,2020817;1,306661;2,315446
31.01.2025 18:50:55;-0,3801463;1,359976;2,782032;-0,2355642;1,346466;2,336733
31.01.2025 18:50:56;-0,3542018;1,330419;2,819534;-0,2295954;1,340671;2,32648
31.01.2025 18:50:57;-0,3542634;1,331033;2,820508;-0,2360712;1,347334;2,337382
31.01.2025 18:50:58;-0,3538983;1,332353;2,819075;-0,2455879;1,352577;2,336212
31.01.2025 18:50:59;-0,3523685;1,329308;2,822158;-0,2374512;1,349761;2,336726
31.01.2025 18:51:00;-0,3533891;1,328768;2,818631;-0,2071771;1,307971;2,316518
31.01.2025 18:51:01;-0,3548777;1,333079;2,818801;-0,2023016;1,307788;2,316779
31.01.2025 18:51:02;-0,3575641;1,335983;2,81886;-0,2165368;1,318953;2,317997
31.01.2025 18:51:03;-0,356234;1,333919;2,818852;-0,2215809;1,323085;2,315934
31.01.2025 18:51:04;-0,354813;1,333019;2,820084;-0,2163745;1,31766;2,313772
31.01.2025 18:51:05;-0,695;1,791;2,536;-0,2384877;1,325127;2,328986
31.01.2025 18:51:06;-0,695;1,791;2,536;-0,2172649;1,307777;2,321516
31.01.2025 18:51:07;-0,695;1,791;2,536;-0,2287264;1,332405;2,334315
31.01.2025 18:51:08;-0,695;1,791;2,536;-0,233651;1,32893;2,334034
31.01.2025 18:51:09;-0,695;1,791;2,536;-0,2146215;1,310063;2,312505
31.01.2025 18:51:10;-0,695;1,791;2,536;-0,2097108;1,304301;2,313078
31.01.2025 18:51:11;-0,695;1,791;2,536;-0,2067182;1,29956;2,31653
31.01.2025 18:51:12;-0,695;1,791;2,536;-0,2242609;1,306231;2,317282
31.01.2025 18:51:13;-0,695;1,791;2,536;-0,2039437;1,306424;2,314992
31.01.2025 18:51:14;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:51:15;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:51:16;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:51:17;-0,3527746;1,321396;2,816135;-0,2174391;1,31744;2,31917
31.01.2025 18:51:18;-0,3544429;1,330641;2,815936;-0,2241066;1,321994;2,322284
31.01.2025 18:51:19;-0,3535179;1,331032;2,815943;-0,2222473;1,321183;2,316257
31.01.2025 18:51:20;-0,3514121;1,328359;2,816013;-0,2220964;1,323659;2,31688
31.01.2025 18:51:21;-0,3524493;1,329383;2,816448;-0,2122792;1,318298;2,314032
31.01.2025 18:51:22;-0,3518531;1,329286;2,816713;-0,2214104;1,322911;2,317074
31.01.2025 18:51:23;-0,3529997;1,329815;2,815937;-0,2268704;1,32608;2,318566
31.01.2025 18:51:24;-0,352297;1,328228;2,8165;-0,2319241;1,329211;2,321698
31.01.2025 18:51:25;-0,3509435;1,327452;2,816798;-0,2310906;1,328664;2,321529
31.01.2025 18:51:26;-0,352552;1,329923;2,816327;-0,234471;1,332712;2,320686
31.01.2025 18:51:27;-0,3530418;1,329157;2,815782;-0,2338938;1,332633;2,323428
31.01.2025 18:51:28;-0,3539608;1,329982;2,815759;-0,2224606;1,318012;2,319819
31.01.2025 18:51:29;-0,3559344;1,331735;2,815024;-0,2331747;1,328768;2,325223
31.01.2025 18:51:30;-0,357359;1,333014;2,814039;-0,2311304;1,327513;2,324953
31.01.2025 18:51:31;-0,3562386;1,331476;2,814512;-0,2212312;1,318643;2,322744
31.01.2025 18:51:32;-0,3551653;1,331775;2,815945;-0,2161524;1,315851;2,316097
31.01.2025 18:51:33;-0,3578028;1,334339;2,813112;-0,2237064;1,32347;2,320605
31.01.2025 18:51:34;-0,3599237;1,336197;2,811696;-0,2229191;1,324674;2,32024
31.01.2025 18:51:38;-0,3560162;1,331809;2,814133;-0,2161109;1,317185;2,319809
31.01.2025 18:51:39;-0,3548688;1,33095;2,815546;-0,2206187;1,320546;2,322253
31.01.2025 18:51:40;-0,3564849;1,33234;2,815206;-0,227723;1,32493;2,323745
31.01.2025 18:51:41;-0,3561961;1,332281;2,814343;-0,226873;1,325123;2,32407
31.01.2025 18:51:42;-0,3561162;1,331887;2,814938;-0,2131628;1,312453;2,318874
31.01.2025 18:51:43;-0,3556854;1,331073;2,814449;-0,2126441;1,30991;2,31741
timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
31.01.2025 18:52:11;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:52:14;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:52:15;-0,695;1,791;2,536;-0,5110109;1,584406;2,458403
31.01.2025 18:52:16;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:52:17;-0,4445487;1,451977;2,681418;-0,4111018;1,544086;2,458241
31.01.2025 18:52:18;-0,4537588;1,458691;2,679041;-0,695;1,791;2,536
31.01.2025 18:52:19;-0,4402164;1,458489;2,680765;-0,3928451;1,583631;2,432421
31.01.2025 18:52:20;-0,5019504;1,694796;2,791413;-0,2837318;1,403584;2,316442
31.01.2025 18:52:21;-0,695;1,791;2,536;-0,2380489;1,33666;2,32204
31.01.2025 18:52:22;-0,695;1,791;2,536;-0,2364863;1,32493;2,317502
31.01.2025 18:52:23;-0,695;1,791;2,536;-0,2357473;1,327817;2,319466
31.01.2025 18:52:24;-0,695;1,791;2,536;-0,2411236;1,325344;2,314348
31.01.2025 18:52:25;-0,695;1,791;2,536;-0,2192554;1,317639;2,306515
31.01.2025 18:52:26;-0,695;1,791;2,536;-0,2288881;1,318851;2,311417
31.01.2025 18:52:27;-0,695;1,791;2,536;-0,2340186;1,319956;2,313628
31.01.2025 18:52:28;-0,695;1,791;2,536;-0,2382986;1,321827;2,316164
31.01.2025 18:52:29;-0,695;1,791;2,536;-0,2391379;1,320938;2,316819
31.01.2025 18:52:30;-0,695;1,791;2,536;-0,2388115;1,319981;2,316512
31.01.2025 18:52:31;-0,695;1,791;2,536;-0,2554094;1,335065;2,329062
31.01.2025 18:52:32;-0,695;1,791;2,536;-0,2596434;1,337413;2,3335
31.01.2025 18:52:33;-0,695;1,791;2,536;-0,2368996;1,33669;2,324995
31.01.2025 18:52:34;-0,3744679;1,329738;2,806805;-0,2939807;1,397086;2,353951
31.01.2025 18:52:35;-0,3761121;1,334125;2,806066;-0,2885815;1,402255;2,373672
31.01.2025 18:52:36;-0,3779529;1,338688;2,802535;-0,2353281;1,310635;2,305521
31.01.2025 18:52:37;-0,3802792;1,341954;2,801083;-0,2375721;1,34465;2,316607
31.01.2025 18:52:38;-0,3809932;1,342374;2,800886;-0,2420551;1,347664;2,317893
31.01.2025 18:52:39;-0,695;1,791;2,536;-0,2253454;1,322432;2,307296
31.01.2025 18:52:40;-0,695;1,791;2,536;-0,2017666;1,313624;2,298893
31.01.2025 18:52:41;-0,695;1,791;2,536;-0,2125322;1,311016;2,299131
31.01.2025 18:52:42;-0,695;1,791;2,536;-0,218354;1,310459;2,301334
31.01.2025 18:52:43;-0,695;1,791;2,536;-0,2200965;1,314426;2,301322
31.01.2025 18:52:44;-0,695;1,791;2,536;-0,2178997;1,313453;2,302995
31.01.2025 18:52:45;-0,695;1,791;2,536;-0,2199277;1,31525;2,304306
31.01.2025 18:52:46;-0,695;1,791;2,536;-0,2266892;1,318065;2,308995
31.01.2025 18:52:47;-0,695;1,791;2,536;-0,2222583;1,321303;2,304252
31.01.2025 18:52:48;-0,695;1,791;2,536;-0,217535;1,312949;2,304524
31.01.2025 18:52:49;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:52:50;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:52:51;-0,3496135;1,324072;2,815508;-0,2533651;1,345111;2,322131
31.01.2025 18:52:52;-0,352471;1,329841;2,813166;-0,2260335;1,319707;2,306447
31.01.2025 18:52:53;-0,3508075;1,325406;2,814203;-0,2183751;1,319259;2,303285
31.01.2025 18:52:56;-0,3556125;1,333464;2,812444;-0,2180363;1,317021;2,30185
timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
31.01.2025 18:54:53;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:54:56;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:54:57;-0,5246932;1,508833;2,66323;-0,695;1,791;2,536
31.01.2025 18:54:58;-0,4900107;1,506821;2,678935;-0,695;1,791;2,536
31.01.2025 18:54:59;-0,695;1,791;2,536;-0,4146003;1,509972;2,452178
31.01.2025 18:55:00;-0,4972884;1,514919;2,669518;-0,4568762;1,544427;2,457519
31.01.2025 18:55:01;-0,4937569;1,492923;2,706746;-0,695;1,791;2,536
31.01.2025 18:55:02;-0,5003802;1,484652;2,678459;-0,399293;1,516132;2,4054
31.01.2025 18:55:03;-0,5428282;1,531869;2,689831;-0,695;1,791;2,536
31.01.2025 18:55:04;-0,5037529;1,511199;2,65401;-0,4554158;1,543482;2,455226
31.01.2025 18:55:05;-0,695;1,791;2,536;-0,4188598;1,535733;2,460675
31.01.2025 18:55:06;-0,4779913;1,498456;2,669432;-0,4472623;1,540697;2,447048
31.01.2025 18:55:07;-0,4820053;1,504727;2,676083;-0,4101587;1,600626;2,329008
31.01.2025 18:55:08;-0,4682008;1,49689;2,675919;-0,4048611;1,584333;2,340834
31.01.2025 18:55:09;-0,4586436;1,492745;2,696319;-0,380028;1,580756;2,3496
31.01.2025 18:55:10;-0,4547278;1,486157;2,695412;-0,3850269;1,583817;2,349118
31.01.2025 18:55:11;-0,4504339;1,489076;2,696668;-0,3780918;1,579514;2,350296
31.01.2025 18:55:12;-0,478271;1,506099;2,678442;-0,402625;1,582827;2,35324
31.01.2025 18:55:13;-0,4876082;1,506678;2,681557;-0,4112156;1,578056;2,367949
31.01.2025 18:55:14;-0,492851;1,508123;2,682154;-0,3918596;1,584123;2,358271
31.01.2025 18:55:15;-0,5984621;1,57477;2,727604;-0,4654118;1,587014;2,330232
31.01.2025 18:55:16;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:55:17;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:55:18;-0,695;1,791;2,536;-0,2462564;1,343807;2,31462
timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
31.01.2025 18:58:16;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:58:19;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:58:20;-0,4968956;1,528636;2,687188;-0,4228984;1,549068;2,435358
31.01.2025 18:58:21;-0,4789196;1,52879;2,700866;-0,3579571;1,5946;2,447577
31.01.2025 18:58:22;-0,695;1,791;2,536;-0,4393707;1,5601;2,446163
31.01.2025 18:58:23;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 18:58:24;-0,5008374;1,572703;2,734232;-0,695;1,791;2,536
31.01.2025 18:58:25;-0,4837752;1,555497;2,729533;-0,695;1,791;2,536
31.01.2025 18:58:26;-0,4086155;1,534656;2,744;-0,695;1,791;2,536
31.01.2025 18:58:27;-0,4877621;1,535514;2,723774;-0,695;1,791;2,536
31.01.2025 18:58:28;-0,4108247;1,331796;2,771796;-0,695;1,791;2,536
31.01.2025 18:58:29;-0,3940469;1,325652;2,769138;-0,695;1,791;2,536
31.01.2025 18:58:30;-0,4086951;1,330378;2,76703;-0,695;1,791;2,536
31.01.2025 18:58:31;-0,5956348;1,654984;2,711832;-0,2490529;1,343699;2,323652
timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
31.01.2025 19:01:38;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:01:41;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:01:42;-0,5127618;1,523084;2,656015;-0,4886543;1,535651;2,464795
31.01.2025 19:01:43;-0,4586907;1,551172;2,807857;-0,3004526;1,565618;2,313689
31.01.2025 19:01:44;-0,695;1,791;2,536;-0,2620904;1,337731;2,298319
31.01.2025 19:01:45;-0,695;1,791;2,536;-0,2050535;1,313356;2,295069
31.01.2025 19:01:46;-0,695;1,791;2,536;-0,2189424;1,321106;2,30057
31.01.2025 19:01:47;-0,695;1,791;2,536;-0,2163875;1,31789;2,298713
31.01.2025 19:01:48;-0,7066097;1,690281;2,632566;-0,2037508;1,302859;2,293438
31.01.2025 19:01:49;-0,695;1,791;2,536;-0,2044486;1,307211;2,292969
timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
31.01.2025 19:02:04;-0,695;0;2,536;-0,695;0;2,536
31.01.2025 19:02:06;-0,695;0;2,536;-0,695;0;2,536
31.01.2025 19:02:07;-0,695;0;2,536;-0,695;0;2,536
timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
31.01.2025 19:04:11;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:14;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:15;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:16;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:17;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:18;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:19;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:20;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:21;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:22;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:23;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:24;-0,434411;0,699452;3,1418;-0,6497041;0,8725535;1,459037
31.01.2025 19:04:25;-0,3092986;0,998288;3,002265;-0,4147976;1,132983;1,968994
31.01.2025 19:04:26;-0,2904767;1,293681;2,950069;-0,182452;1,281782;2,368134
31.01.2025 19:04:27;-0,3268846;1,311157;3,007569;-0,1871575;1,249612;2,36075
31.01.2025 19:04:28;-0,695;1,791;2,536;-0,695;1,791;2,536
31.01.2025 19:04:29;0,05610174;0,7661089;3,123628;0,2492521;0,8175222;2,05351
